time,shoulder_pan_joint_pos,shoulder_pan_joint_vel,shoulder_pan_joint_eff,shoulder_lift_joint_pos,shoulder_lift_joint_vel,shoulder_lift_joint_eff,elbow_joint_pos,elbow_joint_vel,elbow_joint_eff,wrist_1_joint_pos,wrist_1_joint_vel,wrist_1_joint_eff,wrist_2_joint_pos,wrist_2_joint_vel,wrist_2_joint_eff,wrist_3_joint_pos,wrist_3_joint_vel,wrist_3_joint_eff
0.0,0.0001285244514139805,0.007666878716195664,0.0,-1.5700587715593668,-0.025727169785906362,0.0,-7.858926876380679e-06,0.004548734731607891,0.0,-1.5699550941783893,0.0022156504712708535,0.0,-4.6437892842199346e-05,-0.008197854940573124,0.0,-3.7814398840652075e-05,-0.0028432622756307986,0.0
0.009979579,0.00012852445141309232,0.0076668787160379635,0.0,-1.5700587715593677,-0.025727169785951406,0.0,-7.858926876380679e-06,0.0045487347315949465,0.0,-1.5699550941783902,0.002215650471167712,0.0,-4.6437892842199346e-05,-0.008197854940202911,0.0,-3.7814398840652075e-05,-0.0028432622756130194,0.0
0.020243399,0.00012852445141309232,0.007666878716144976,0.0,-1.570058771559366,-0.025727169785911073,0.0,-7.858926876380679e-06,0.004548734731592093,0.0,-1.569955094178392,0.0022156504707900003,0.0,-4.6437892842199346e-05,-0.008197854940510764,0.0,-3.7814398840652075e-05,-0.0028432622753730447,0.0
0.030074322,0.00012852445141131597,0.007666878716207851,0.0,-1.570058771559366,-0.025727169785922155,0.0,-7.8589268754925e-06,0.004548734731637269,0.0,-1.569955094178392,0.0022156504712897984,0.0,-4.6437892842199346e-05,-0.008197854940569085,0.0,-3.7814398840652075e-05,-0.0028432622757848924,0.0
0.04009626,0.0001285244514104278,0.007666878716104445,0.0,-1.570058771559366,-0.025727169785911795,0.0,-7.8589268754925e-06,0.004548734731642388,0.0,-1.569955094178391,0.0022156504711509963,0.0,-4.6437892842199346e-05,-0.008197854940398378,0.0,-3.7814398839763896e-05,-0.00284326227563678,0.0
0.04999548,0.00012852445140865143,0.007666878716207952,0.0,-1.570058771559365,-0.025727169785946892,0.0,-7.858926876380679e-06,0.004548734731579384,0.0,-1.569955094178391,0.002215650471241717,0.0,-4.643789284042299e-05,-0.00819785494039432,0.0,-3.7814398840652075e-05,-0.0028432622756270134,0.0
0.060020375,0.00012852445140687507,0.00766687871602463,0.0,-1.570058771559365,-0.025727169785926388,0.0,-7.858926876380679e-06,0.004548734731488219,0.0,-1.5699550941783929,0.0022156504709737717,0.0,-4.643789283953481e-05,-0.008197854940014864,0.0,-3.7814398839763896e-05,-0.002843262275306256,0.0
0.070118064,0.00012852445140687507,0.007666878716146489,0.0,-1.570058771559365,-0.025727169785889403,0.0,-7.8589268754925e-06,0.004548734731584934,0.0,-1.569955094178392,0.0022156504712106135,0.0,-4.643789283953481e-05,-0.008197854940244793,0.0,-3.7814398839763896e-05,-0.0028432622756678367,0.0
0.080038604,0.00012852445140509872,0.007666878716184924,0.0,-1.5700587715593641,-0.02572716978594252,0.0,-7.8589268754925e-06,0.004548734731578626,0.0,-1.569955094178391,0.002215650471506493,0.0,-4.643789284042299e-05,-0.008197854940353749,0.0,-3.7814398839763896e-05,-0.002843262275864674,0.0
0.090065011,0.00012852445140332236,0.00766687871620969,0.0,-1.570058771559365,-0.025727169785962234,0.0,-7.858926874604322e-06,0.0045487347316723326,0.0,-1.5699550941783929,0.0022156504710652627,0.0,-4.643789284042299e-05,-0.008197854940407923,0.0,-3.781439883887572e-05,-0.0028432622755311023,0.0
